WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.10448574499998,35.210329224999995,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.10448574499998,35.210329224999995,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-83,32.10448574499998,35.210329224999995,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-72,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-68,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-58,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-83,32.104453869999986,35.21056933,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-64,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-58,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.10439012,35.21104954,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-78,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-83,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-72,32.10439012,35.21104954,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 14:55:03,1,-69,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 14:55:03,36,-71,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 14:55:03,11,-64,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 14:55:03,44,-58,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 14:55:03,36,-59,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 14:55:03,6,-40,32.10436887,35.21120961,701,182.0399932861328,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 14:55:03,1,-78,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-11-01 14:55:03,11,-83,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 14:55:03,36,-72,32.10436887,35.21120961,701,182.0399932861328,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 14:55:03,1,-73,32.10436887,35.21120961,701,182.0399932861328,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 15:17:42,11,-54,32.10436884,35.21120966,701,171.42098999023438,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:17:42,1,-64,32.10436884,35.21120966,701,171.42098999023438,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-65,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-56,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.104593447999974,35.20950451599999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-51,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-62,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-65,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10457226799998,35.20966545599999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-51,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-62,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-65,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.104555323999975,35.20979420799999,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-63,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104521435999985,35.210051711999995,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-63,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10450449199998,35.210180464,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-72,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104470603999985,35.210437967999994,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-72,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10445365999999,35.210566719999996,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-68,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10441977199999,35.210824224,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-55,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-68,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104402828,35.210952975999994,0,15.370962142944336,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 15:21:58,1,-69,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 15:21:58,36,-70,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 15:21:58,11,-55,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 15:21:58,44,-55,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 15:21:58,36,-61,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 15:21:58,6,-59,32.10436894,35.21121048,701,323.1210021972656,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:21:58,1,-68,32.10436894,35.21121048,701,323.1210021972656,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 15:21:58,36,-71,32.10436894,35.21121048,701,323.1210021972656,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10456021999999,35.20965480399997,0,15.831892967224121,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10456021999999,35.20965480399997,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10456021999999,35.20965480399997,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-62,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.104548069999986,35.20975442799997,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10453591999999,35.209854051999976,0,15.831892967224121,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10453591999999,35.209854051999976,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10453591999999,35.209854051999976,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-64,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10451161999999,35.21005329999998,0,15.831892967224121,WIFI
1c:b9:c4:95:41:77,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-57,32.10449946999999,35.21015292399998,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-68,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10448731999999,35.21025254799998,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:95:41:77,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-57,32.10446301999999,35.21045179599999,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:95:41:77,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-57,32.10443872,35.21065104399999,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-50,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:95:41:77,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-57,32.10441442,35.210850291999996,0,15.831892967224121,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-01 16:27:30,11,-79,32.10387282,35.20695317,672,4.550999641418457,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],2017-11-01 16:27:30,11,-79,32.10387282,35.20695317,672,4.550999641418457,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-01 16:27:30,1,-80,32.10387282,35.20695317,672,4.550999641418457,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-01 16:27:30,11,-85,32.10387282,35.20695317,672,4.550999641418457,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-01 16:27:40,44,-85,32.10400005,35.20698088,671,4.550999641418457,WIFI
00:27:22:f3:e1:da,,[ESS],2017-11-01 16:27:40,11,-80,32.10400005,35.20698088,671,4.550999641418457,WIFI
ec:8c:a2:08:a3:38,Ariel_University,[ESS],2017-11-01 16:27:40,6,-88,32.10400005,35.20698088,671,4.550999641418457,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-01 16:27:51,58,-78,32.10412216,35.20700434,673,4.550999641418457,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-01 16:27:51,58,-74,32.10412216,35.20700434,673,4.550999641418457,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-01 16:27:51,2,-73,32.10412216,35.20700434,673,4.550999641418457,WIFI
