WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-65,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-62,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-51,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-44,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-77,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-62,32.10693046999937,35.192554089999334,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-66,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-50,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-80,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.1067979299994,35.19351906999937,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-66,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-50,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-80,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.10673165999942,35.194001559999386,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-66,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-50,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-80,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.106665389999435,35.1944840499994,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-66,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-48,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-47,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.10653284999947,35.19544902999944,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-65,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-48,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-47,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-47,32.106466579999484,35.195931519999455,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-65,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-48,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-47,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-47,32.1064003099995,35.19641400999947,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-64,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-46,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.10626776999953,35.19737898999951,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-64,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-46,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.10620149999955,35.197861479999524,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-64,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-46,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.106135229999566,35.19834396999954,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-65,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-47,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.1060026899996,35.199308949999576,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-65,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-47,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.105936419999615,35.19979143999959,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-65,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-47,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-50,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-65,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.10587014999963,35.20027392999961,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-63,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-66,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.105737609999665,35.201238909999645,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-63,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-66,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.105649249999686,35.20188222999967,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-63,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-66,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-45,32.1055829799997,35.202364719999686,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-60,32.105450439999736,35.20332969999972,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-60,32.10538416999975,35.20381218999974,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-60,32.10531789999977,35.204294679999755,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-45,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.1051853599998,35.20525965999979,0,15.37645435333252,WIFI
