01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,00:14:bf:42:7e:96,hot,9,-88,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,d4:6e:0e:3c:44:e1,SIEMENS_LivingRoom,1,-77,00:14:bf:42:7e:96,hot,9,-83,18:d6:c7:97:bd:2a,hot,11,-86,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,d4:7b:b0:79:65:fc,landau,11,-89,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,94:57:a5:4b:4f:41,DIRECT-1C-HP DeskJet 3830 series,6,-77,06:ae:db:48:af:4d,BezeqFree,9,-90,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,82:2a:a8:bf:94:29,Home,11,-70,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,c0:ff:d4:7b:82:30,Candan,1,-86,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,f8:d1:11:b8:3b:7e,Mehta_Up,6,-86,b4:ee:b4:a7:81:5c,HOTBOX-8156,1,-93,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,0c:f4:d5:29:a2:9c,LRWN,36,-72,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,14:cc:20:da:ab:9a,Fuck Off,11,-77,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,82:2a:a8:bf:93:e5,Home,1,-85,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,f8:d1:11:b8:3b:7e,Mehta_Up,6,-93,,,,,,,,,,,,,,,,
